id;content
items/dio-inscriptions-raw/dio~di102-0384~1;"<sco>
    <!--ID der Inschrift:  sections-269908-->
    <!--ID des Inschriftenteils:  sections-286367-->
    <!--ID der Bearbeitung (Version):  sections-302751-->
    <sec>
      <snr>A</snr>
      <par>
        <lno>SI DEUS PRO NOBIS QUIS CONTRA NOS<appnum id=""footnotes-appnum-dio-di102-0384-1"">1)</appnum> Anno Salutis Humanae<appalpha id=""footnotes-appalpha-dio-di102-0384-a"">a)</appalpha> M D CXXIIX</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-274633-->
    <!--ID des Inschriftenteils:  sections-291256-->
    <!--ID der Bearbeitung (Version):  sections-307694-->
    <sec>
      <snr>B</snr>
      <par>
        <lno>Attrahit obsidium Maius Juliusq(ue) resolvit</lno>
        <lin>Sunda Tibi virtus hoc operata Dei</lin>
        <lno>Bellum averte Deus post haec sed tempore pacis</lno>
        <lin>De bello urbs felix cogitat arma parans</lin>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-274634-->
    <!--ID des Inschriftenteils:  sections-291257-->
    <!--ID der Bearbeitung (Version):  sections-307695-->
    <sec>
      <snr>C</snr>
      <par>
        <lno>In DEI TER OPTIMI MAXIMI gloriam perennem Inclytorum et prudentissimorum REGUM SEPTENTRIONALIUM ob opem sedulo praestitam honorem et laudem debitam CANDIDAE POSTERITATIS memoriam emolumentum ut et Concordiae armorumq(ue) parandorum adhortationem MONUMENTUM HOC POSITUM Cum Armamentarium reparari inceptum Consulibus D(omino) Christoph Kraut(hof) H(er) Zutpheld Hoyer Hof:<appalpha id=""footnotes-appalpha-dio-di102-0384-b"">b)</appalpha> H(er) Nicolao Elver H(er) Theodoro Meyer Inspectoribus H(er) Johann Buchow Johann v(on) Sch[e]ven H(er) Joach(im) Pansow MDCXL Susceptore favente nihil valet invidia<appnum id=""footnotes-appnum-dio-di102-0384-2"">2)</appnum></lno>
      </par>
    </sec>
  </sco>"
items/dio-inscriptions-raw/dio~di102-0385~1;"<sco>
    <!--ID der Inschrift:  sections-275342-->
    <!--ID des Inschriftenteils:  sections-292015-->
    <!--ID der Bearbeitung (Version):  sections-308435-->
    <sec>
      <snr>A</snr>
      <par>
        <lno>Dieser Stein Vnd Begrebnis ‎/ Gehöret. ‎/ S(eligen) Johannes Prellen seiner ‎/ Frauwen Vrsula Hagens ‎/ Vnd Jhren Erben AN(N)O 1640. ‎/ Den 13. OCTOBER.</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-279614-->
    <!--ID des Inschriftenteils:  sections-296455-->
    <!--ID der Bearbeitung (Version):  sections-313083-->
    <sec>
      <snr>B</snr>
      <par>
        <lno>Jch Geleübe eine Aufferstheung des ‎/ Fleisches, vnd ein Ewiges Leben.<appnum id=""footnotes-appnum-dio-di102-0385-2"">2)</appnum></lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-279615-->
    <!--ID des Inschriftenteils:  sections-296456-->
    <!--ID der Bearbeitung (Version):  sections-313084-->
    <sec>
      <snr>C</snr>
      <par>
        <lno>Dieser Stein Vnd Begräbnus ‎/ Nebst den drey Fliesen Gehören ‎/ H(ER)N D(OCTOR) BARTHOLOMAEO ˑ ‎/ HORN ˑ Vnd seinen Erben ˑ ‎/ ANNO ˑ 1702 ˑ DEN ˑ 30 ˑ IUNIUS ˑ</lno>
      </par>
    </sec>
  </sco>"
items/dio-inscriptions-raw/dio~di102-0386~1;"<sco>
    <!--ID der Inschrift:  sections-275328-->
    <!--ID des Inschriftenteils:  sections-292001-->
    <!--ID der Bearbeitung (Version):  sections-308421-->
    <sec>
      <snr>A</snr>
      <par>
        <lno> MEMENTO MORI.</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-278645-->
    <!--ID des Inschriftenteils:  sections-295452-->
    <!--ID der Bearbeitung (Version):  sections-312007-->
    <sec>
      <snr>B</snr>
      <par>
        <lno> H(er) Martin Vieth<appalpha id=""footnotes-appalpha-dio-di102-0386-a"">a)</appalpha> ‎/ Vnd seinen Erben. ‎/ ANNO 1640.</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-279618-->
    <!--ID des Inschriftenteils:  sections-296459-->
    <!--ID der Bearbeitung (Version):  sections-313087-->
    <sec>
      <snr>C</snr>
      <par>
        <lno> Wir Haben einen GOTT ‎/ der da Hilfft, Vnnd den ‎/ HERREN HERREN ‎/ der vom Todt Errettet<appnum id=""footnotes-appnum-dio-di102-0386-2"">2)</appnum> ‎/ PSALM. 68. VERS 21.</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-279619-->
    <!--ID des Inschriftenteils:  sections-296460-->
    <!--ID der Bearbeitung (Version):  sections-313088-->
    <sec>
      <snr>D</snr>
      <par>
        <lno> Dieser Stein und Begrebniß ‎/ gehöret ‎/ BALTZER MEYER ‎/ und seinen Erben ‎/ ANNO 1784</lno>
      </par>
    </sec>
  </sco>"
items/dio-inscriptions-raw/dio~di102-0387~1;"<sco>
<!--ID der Inschrift:  sections-280142--><!--ID des Inschriftenteils:  sections-297184--><!--ID der Bearbeitung (Version):  sections-313810-->
<sec>
<snr>A</snr>
<par>
<lno> O JESV</lno>
</par>
</sec>
<!--ID der Inschrift:  sections-275308--><!--ID des Inschriftenteils:  sections-291981--><!--ID der Bearbeitung (Version):  sections-308401-->
<sec>
<snr>B</snr>
<par>
<lno>H(er) Christiani Hagemei<lig>st</lig>ers ‎/ F(rauw) Margareta Vijts ‎/ Vnd ihrer Erben Begrebnis ‎/ ANNO ‎// 1640.</lno>
</par>
</sec>
<!--ID der Inschrift:  sections-279628--><!--ID des Inschriftenteils:  sections-296469--><!--ID der Bearbeitung (Version):  sections-313097-->
<sec>
<snr>C</snr>
<par>
<lno> HERR Christe, Hilff [...]d Mein [E]rlose[r]</lno>
</par>
</sec>
<!--ID der Inschrift:  sections-280141--><!--ID des Inschriftenteils:  sections-297183--><!--ID der Bearbeitung (Version):  sections-313809-->
<sec>
<snr>D</snr>
<par>
<lno> 56.</lno>
</par>
</sec>
</sco>"
items/dio-inscriptions-raw/dio~di102-0388~1;"<sco>
<!--ID der Inschrift:  sections-279534--><!--ID des Inschriftenteils:  sections-296371--><!--ID der Bearbeitung (Version):  sections-312995-->
<sec>
<snr>A</snr>
<par>
<lno> 4 5 6 7 8 9 10 11 1 2 3 4 5 6 7 8</lno>
</par>
</sec>
<!--ID der Inschrift:  sections-279535--><!--ID des Inschriftenteils:  sections-296372--><!--ID der Bearbeitung (Version):  sections-312996-->
<sec>
<snr>B</snr>
<par>
<lno> R O</lno>
</par>
</sec>
</sco>"
items/dio-inscriptions-raw/dio~di102-0389~1;"<sco>
<!--ID der Inschrift:  sections-278010--><!--ID des Inschriftenteils:  sections-294750--><!--ID der Bearbeitung (Version):  sections-311276-->
<sec>
<par>
<lno> ANNO 1641</lno>
</par>
</sec>
</sco>"
items/dio-inscriptions-raw/dio~di102-0390~1;"<sco>
<!--ID der Inschrift:  sections-274372--><!--ID des Inschriftenteils:  sections-290971--><!--ID der Bearbeitung (Version):  sections-307404-->
<sec>
<par>
<lno> M(AGISTER) IOH(ANNES) HILLIGEN‎/DÖRP. DIAC(ONUS) MAR(IANUS)</lno>
</par>
</sec>
</sco>"
items/dio-inscriptions-raw/dio~di102-0391~1;"<sco>
<!--ID der Inschrift:  sections-275171--><!--ID des Inschriftenteils:  sections-291844--><!--ID der Bearbeitung (Version):  sections-308264-->
<sec>
<snr>A</snr>
<par>
<lno> Dieser Stein vnd ‎/ Begrebnus gehöret ‎/ CORDT BuDT ‎/ Vnd seinen Erben </lno>
</par>
</sec>
<!--ID der Inschrift:  sections-279573--><!--ID des Inschriftenteils:  sections-296411--><!--ID der Bearbeitung (Version):  sections-313040-->
<sec>
<snr>B</snr>
<par>
<lno> PHILIP: 1 ˑ V 4. PS 21</lno>
</par>
</sec>
</sco>"
items/dio-inscriptions-raw/dio~di102-0392~1;"<sco>
    <!--ID der Inschrift:  sections-277923-->
    <!--ID des Inschriftenteils:  sections-294662-->
    <!--ID der Bearbeitung (Version):  sections-311189-->
    <sec>
      <snr>A</snr>
      <par>
        <lno> PSALM. 50. V. 15. 16.<appalpha id=""footnotes-appalpha-dio-di102-0392-a"">a)</appalpha> ‎/ Opffere Gott Danck, ‎/ Vnd bezahle dem Höchsten deine Gelübde. ‎/ Voh<appalpha id=""footnotes-appalpha-dio-di102-0392-b"">b)</appalpha> ruffe mich an in der Noth, so wil ich dich ‎/ Eretten v(nd) soltu mich Preisen.<appnum id=""footnotes-appnum-dio-di102-0392-3"">3)</appnum> </lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-279954-->
    <!--ID des Inschriftenteils:  sections-296974-->
    <!--ID der Bearbeitung (Version):  sections-313602-->
    <sec>
      <snr>B</snr>
      <par>
        <lno> AN(N)O 1643. Haben ‎// diesen Giebell vnd ‎/ angesatzte ‎// Wonungen zu ‎/ erbawen befodert: ‎// [IOACHIMUS<appalpha id=""footnotes-appalpha-dio-di102-0392-c"">c)</appalpha> P]ANSOW ‎// H(ER) IOHAN BUCHOW. ‎// MARTINUS KLINCKOW.</lno>
      </par>
    </sec>
  </sco>"
items/dio-inscriptions-raw/dio~di102-0393~1;"<sco>
    <!--ID der Inschrift:  sections-269282-->
    <!--ID des Inschriftenteils:  sections-285700-->
    <!--ID der Bearbeitung (Version):  sections-302154-->
    <sec>
      <snr>A</snr>
      <par>
        <lno>Den Eingang vnd den Außgang mein ‎/ </lno>
        <lno>Laß dihr, O HERR<appalpha id=""footnotes-appalpha-dio-di102-0393-a"">a)</appalpha> befohlen seÿn. </lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-279956-->
    <!--ID des Inschriftenteils:  sections-296976-->
    <!--ID der Bearbeitung (Version):  sections-313604-->
    <sec>
      <snr>B</snr>
      <par>
        <lno> Diese Wohnungen, deß H(eiligen) Geistes sein<appalpha id=""footnotes-appalpha-dio-di102-0393-b"">b)</appalpha> Erbawet. ‎/ ANNO 1643.</lno>
      </par>
    </sec>
  </sco>"
items/dio-inscriptions-raw/dio~di102-0394~1;"<sco>
<!--ID der Inschrift:  sections-279303--><!--ID des Inschriftenteils:  sections-296127--><!--ID der Bearbeitung (Version):  sections-312684-->
<sec>
<par>
<lno> Diese Kapell, Stein vnd Begrebnis gehöret ‎/ JOHANNES HORN ‎/ Prouisorn. Dieser Kirchen ‎/ F(rauw) Margareta KLatten ‎/ Vnd ihren beÿden Leibes Erbenn. ‎/ ANNO M. DC. XLIII. </lno>
</par>
</sec>
</sco>"
items/dio-inscriptions-raw/dio~di102-0395~1;"<sco>
<!--ID der Inschrift:  sections-278566--><!--ID des Inschriftenteils:  sections-295373--><!--ID der Bearbeitung (Version):  sections-311928-->
<sec>
<snr>A</snr>
<par>
<lno> MEMENTO MORI</lno>
</par>
</sec>
<!--ID der Inschrift:  sections-279409--><!--ID des Inschriftenteils:  sections-296234--><!--ID der Bearbeitung (Version):  sections-312814-->
<sec>
<snr>B</snr>
<par>
<lno> Dieser Stein vnd Begreb‎/nüs Ge[h]oret ‎/ Michael Radtke ‎/ Vnd seinen Erbenn. ‎/ ANNO 1643.</lno>
</par>
</sec>
<!--ID der Inschrift:  sections-279410--><!--ID des Inschriftenteils:  sections-296235--><!--ID der Bearbeitung (Version):  sections-312815-->
<sec>
<snr>C</snr>
<par>
<lno> M(ICHAEL) [R(ADTKE)]</lno>
</par>
</sec>
<!--ID der Inschrift:  sections-279408--><!--ID des Inschriftenteils:  sections-296233--><!--ID der Bearbeitung (Version):  sections-312813-->
<sec>
<snr>D</snr>
<par>
<lno> 201</lno>
</par>
</sec>
</sco>"
items/dio-inscriptions-raw/dio~di102-0396~1;"<sco>
    <!--ID der Inschrift:  sections-275205-->
    <!--ID des Inschriftenteils:  sections-291878-->
    <!--ID der Bearbeitung (Version):  sections-308298-->
    <sec>
      <snr>A</snr>
      <par>
        <lno> Anno 1644</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-269284-->
    <!--ID des Inschriftenteils:  sections-285702-->
    <!--ID der Bearbeitung (Version):  sections-302156-->
    <sec>
      <snr>B</snr>
      <par>
        <lno>Es Kom(m)t die Stunde in welcher alle die in den Gräbern sind werden die Stimmen des Sohnes Gottes horen und werden hervor gehen die da gutes gethan haben zur Auferstehung des Lebens die aber Übels gethan haben zur Auferstehung des Gerichts<appnum id=""footnotes-appnum-dio-di102-0396-2"">2)</appnum></lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-269285-->
    <!--ID des Inschriftenteils:  sections-285703-->
    <!--ID der Bearbeitung (Version):  sections-302157-->
    <sec>
      <snr>C</snr>
      <par>
        <lno>Ezech: 37. v 5 Haec dicit dominus de ossibus his Ecce ego intromittam in vos spiritum et vivetis Et dabo super vos nervos et succrescere faciam super vos carnes et superextendam in vobis cutem et dabo vobis spiritum et vivetis<appnum id=""footnotes-appnum-dio-di102-0396-3"">3)</appnum></lno>
      </par>
    </sec>
  </sco>"
items/dio-inscriptions-raw/dio~di102-0397~1;"<sco>
<!--ID der Inschrift:  sections-269648--><!--ID des Inschriftenteils:  sections-286100--><!--ID der Bearbeitung (Version):  sections-302477-->
<sec>
<par>
<lno>BALZER ˑ KREI‎/IENBRINCK  ‎/ ˑ 1ˑ6ˑ4ˑ4 ˑ</lno>
</par>
</sec>
</sco>"
items/dio-inscriptions-raw/dio~di102-0398~1;"<sco>
<!--ID der Inschrift:  sections-279318--><!--ID des Inschriftenteils:  sections-296142--><!--ID der Bearbeitung (Version):  sections-312699-->
<sec>
<snr>A</snr>
<par>
<lno>Dieser Stein vnd Begrebniß gehöret ‎/ Johannes Horn, F(rau) Margaret<lig>ae</lig> Klatten, ‎/ Vnd ihren Erben, ANNO 1645</lno>
</par>
</sec>
<!--ID der Inschrift:  sections-279359--><!--ID des Inschriftenteils:  sections-296184--><!--ID der Bearbeitung (Version):  sections-312762-->
<sec>
<snr>B</snr>
<par>
<lno> Dieser Stein und Begräbnis gehöret ‎/ Schiffer ERNST NICULAS PETERS ‎/ und seinen Erben ANNO 1768</lno>
</par>
</sec>
<!--ID der Inschrift:  sections-279358--><!--ID des Inschriftenteils:  sections-296183--><!--ID der Bearbeitung (Version):  sections-312761-->
<sec>
<snr>C</snr>
<par>
<lno> 80.</lno>
</par>
</sec>
</sco>"
items/dio-inscriptions-raw/dio~di102-0399~1;"<sco>
    <!--ID der Inschrift:  sections-275246-->
    <!--ID des Inschriftenteils:  sections-291919-->
    <!--ID der Bearbeitung (Version):  sections-308339-->
    <sec>
      <snr>A</snr>
      <par>
        <lno> Dieser Stein vnd Be=‎/grebnis gehöret ‎/  HANS RANGES ‎/ Vnd seinen Erben. ‎/ ANNO 1645.</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-279644-->
    <!--ID des Inschriftenteils:  sections-296487-->
    <!--ID der Bearbeitung (Version):  sections-313115-->
    <sec>
      <snr>B</snr>
      <par>
        <lno>
          <lig>ST HR</lig>
          <appalpha id=""footnotes-appalpha-dio-di102-0399-a"">a)</appalpha>
        </lno>
      </par>
    </sec>
  </sco>"
items/dio-inscriptions-raw/dio~di102-0400~1;"<sco>
<!--ID der Inschrift:  sections-269469--><!--ID des Inschriftenteils:  sections-285887--><!--ID der Bearbeitung (Version):  sections-302260-->
<sec>
<par>
<lno>ANNO . . 1646</lno>
</par>
</sec>
</sco>"
items/dio-inscriptions-raw/dio~di102-0401~1;"<sco>
    <!--ID der Inschrift:  sections-275254-->
    <!--ID des Inschriftenteils:  sections-291927-->
    <!--ID der Bearbeitung (Version):  sections-308347-->
    <sec>
      <par>
        <lno> Jetzo ‎/ H(er) MELCHIOR BUCHOW ‎/ F(rauw) ANNA [KLINCKOW]<appalpha id=""footnotes-appalpha-dio-di102-0401-a"">a)</appalpha> ‎/ B[– – –] ‎/ ANNO 16[..]</lno>
      </par>
    </sec>
  </sco>"
items/dio-inscriptions-raw/dio~di102-0402~1;"<sco>
<!--ID der Inschrift:  sections-274368--><!--ID des Inschriftenteils:  sections-290967--><!--ID der Bearbeitung (Version):  sections-307400-->
<sec>
<snr>A</snr>
<par>
<lno> ˑ H(ER) ˑ ALEXANDER ‎/ ERSKEIN ‎// FRAVW EVPHROSINA ERSKEIN ‎/ GEBORNE SIBRANDIN ‎/ A(NN)O 1647</lno>
</par>
</sec>
<!--ID der Inschrift:  sections-278351--><!--ID des Inschriftenteils:  sections-295123--><!--ID der Bearbeitung (Version):  sections-311650-->
<sec>
<snr>B</snr>
<par>
<lno> WIGET 104 ½ LOT</lno>
</par>
</sec>
</sco>"
items/dio-inscriptions-raw/dio~di102-0403~1;"<sco>
    <!--ID der Inschrift:  sections-269280-->
    <!--ID des Inschriftenteils:  sections-285698-->
    <!--ID der Bearbeitung (Version):  sections-302152-->
    <sec>
      <par>
        <lno>Zur ‎/ Ehre Gottes ‎// Jst Dieses Hauß deß H(eiligen) Geistes ‎// So ANNO 1628. Von der Feinde geschütz gantz ver-‎/dorben, Widerumb New erbawet, ANNO 1647.<appalpha id=""footnotes-appalpha-dio-di102-0403-a"">a)</appalpha></lno>
      </par>
    </sec>
  </sco>"
items/dio-inscriptions-raw/dio~di102-0404~1;"<sco>
    <!--ID der Inschrift:  sections-278493-->
    <!--ID des Inschriftenteils:  sections-295296-->
    <!--ID der Bearbeitung (Version):  sections-311821-->
    <sec>
      <snr>A</snr>
      <par>
        <lno> SOLI DEO GLORIA</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-269509-->
    <!--ID des Inschriftenteils:  sections-285957-->
    <!--ID der Bearbeitung (Version):  sections-302334-->
    <sec>
      <snr>B</snr>
      <par>
        <lno>ANNO A NATIVITATE IESU CHRISTI DEI ET VIRGINIS FILII 16ˑ47ˑ DIE 5 NOVEMBR(IS) EX FRAGMENTIS AB INCENDIO ‎/ MARIANO. 10. AUGUSTI RELICTIS. H<lig>AE</lig>C CAMPANA PRIMUM CONFLATA<appalpha id=""footnotes-appalpha-dio-di102-0404-a"">a)</appalpha> EST. SACRO TUM, ETIAM ANTE IN HAC <lig>AE</lig>DE ‎/ FUNGEBANTUR MINISTERIO. M(AGISTER) ALBERTUS SLEDANUS. PASTOR. M(AGISTER) IOHANNES HEILIGENDORF. M(AGISTER) PHILIPPUS HARTMA(N)US. </lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-279557-->
    <!--ID des Inschriftenteils:  sections-296394-->
    <!--ID der Bearbeitung (Version):  sections-313023-->
    <sec>
      <snr>C</snr>
      <par>
        <lno> D(OMI)N(US) CHRISTOPHORUS KRAUTHOFF. D(OCTOR) ET CONS(UL) ‎// D(OMI)N(US) NICOLAUS ELVER. CONS(UL) ‎// D(OMI)N(US) THEODORUS MEYER. CONS(UL) ‎// D(OMI)N(US) NICOLAUS V(ON) BRAUN. CONS(UL)</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-279556-->
    <!--ID des Inschriftenteils:  sections-296393-->
    <!--ID der Bearbeitung (Version):  sections-313022-->
    <sec>
      <snr>D</snr>
      <par>
        <lno> PROVI‎//SORES. ‎/ MARTEN DUNCKER. ‎// IOHANN[E]S<appalpha id=""footnotes-appalpha-dio-di102-0404-b"">b)</appalpha> MUCHOW. ‎// IOHAN PANSOW. ‎// M[ATTHAE]US<appalpha id=""footnotes-appalpha-dio-di102-0404-c"">c)</appalpha> TABBERT. ‎// BARTHOLOMEUS HEIDEMAN. ‎// CHRISTIANUS AMBROSIUS.</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-279786-->
    <!--ID des Inschriftenteils:  sections-296709-->
    <!--ID der Bearbeitung (Version):  sections-313336-->
    <sec>
      <snr>E</snr>
      <par>
        <lno> M(ATTHAEUS) T(ABBERT)</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-278491-->
    <!--ID des Inschriftenteils:  sections-295294-->
    <!--ID der Bearbeitung (Version):  sections-311819-->
    <sec>
      <snr>F</snr>
      <par>
        <lno> IOCHIM EBERLING ME FECIT</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-269510-->
    <!--ID des Inschriftenteils:  sections-285958-->
    <!--ID der Bearbeitung (Version):  sections-302335-->
    <sec>
      <snr>G</snr>
      <par>
        <lno>DIE STIM DES HERRN GEHET MIT MACHT DIE STIM DES HERRN GEHET HERLICH DIE STIM DES HERRN HEWET WIE FEWRFLAMMEN.<appnum id=""footnotes-appnum-dio-di102-0404-2"">2)</appnum> PSALM 29. </lno>
      </par>
    </sec>
  </sco>"
items/dio-inscriptions-raw/dio~di102-0405~1;"<sco>
    <!--ID der Inschrift:  sections-275402-->
    <!--ID des Inschriftenteils:  sections-292075-->
    <!--ID der Bearbeitung (Version):  sections-308495-->
    <sec>
      <par>
        <lno>MEMORIA LUCTUOSI INCENDII QUOD ANNO POST REPARATAM ORBIS SALUTEM M D CXLVII CONDITAM AUSPICIIS WIZLAI RUGIANORUM PRINCIPIS PER SAXONES URBEM CCCCXXXVIII EXSTRUCTAM TURRIM FANI MAIOREM CLXIX REDUCTAM IN URBE EUANGELII LUCEM CXXIII OPPUGNATA COECA WALLENSTENII IRA ARMIS CONTRA CAESAREUM DECRETUM CAESAREIS<appalpha id=""footnotes-appalpha-dio-di102-0405-a"">a)</appalpha> AT DIVINITUS LIBERATA MOENIA XIX INAUDITAE PESTIS VEHEMENTIA CONSUMTUM MAXIMUM CIVIUM NUMERUM XIIX BOGISLAI XIV EX ANTIQUA POMERANORUM DUCUM STIRPE ULTIMI OBITUM X IMPERATORE FERDINANDO III VIDUATA DUCIS IMPERIO POMERANIA CHRISTINA SUECIAE REGINA DUCALIA  IURA EX PACTO CUM PROVINCIALIBUS SUSTINENTE VRBI HUIC ADHUC CONFOEDERATA ARDENTE BELLIS GERMANIA DE PACE MONASTERII ET OSNABRUGGIS CAESARE GALLO SUECO IMPERII PRINCIPIBUS DUBIA SPE LABORANTIBUS</lno>
        <lno/>
        <lno>CONSULIBUS  CHRISTOPHORO CRAUTHOFF J(URIS) V(TRIUSQUE) D(OCTORE) NICOLAO ELVER THEODORO MEIER NICOLAO VON BRAUN DAVIDE MEVIO J(URIS) V(TRIUSQUE) D(OCTORE) SYNDICO ECCLESIASTICIS BALTHASARO RHAU S(ACRO)S(ANCTAE) THEOL(OGIAE) LIC(ENTIATO) VRBANO SUPERINTENDENTE M(AGISTRO) ALBERTO SLEDANO  PASTORE M(AGISTRO) JOHANNE HEILIGENDORPH ET M(AGISTRO) PHILIPPO HARTMANNO DIACONIS   PROUISORIBUS  JOHANNE PANSOW PANNUARIAE SOCIETATIS TRIBUNO  MARTINO DUNCKER JOHANNE MUCHOW TRIBUS ZYTHORIAE SENIORIBUS  MATTHAE[O]<appalpha id=""footnotes-appalpha-dio-di102-0405-b"">b)</appalpha> TABBERT BARTHOLOMAEO HEIDEMANN CHRISTIANO AMBROSIO </lno>
        <lno/>
        <lno>TEMPLO DIUAE MARIAE SACRO DIE LAURENTII MARTIRIS TRISTIS FATI IUDICIO EUENIT  CUM POST HORAM 4. POMERIDIANAM FULGUR ID<appalpha id=""footnotes-appalpha-dio-di102-0405-c"">c)</appalpha> TURRIS MAIORIS FASTIGIO EO QUO AD RESTINGUENDUM HUMANA PERTINGERE NON POTUIT MANUS INTULISSET EX QUO CONCEPTA FLAMMA E SCINTILLIS POST QUINTAM HORAM ERUMPENS INTRA BIHORIUM INGENTEM AD 170 VLNAS ELEUATAM STRUEM INDE TEMPLUM TECTA TURRES MINORES CAMPANAM ALTARIA BINA ORGANA BIBLIOTHECAM SUGGESTUM BAPTISTERIUM IMO QUICQUID FORAS INTUSQUE COMBUSTIONEM PATI POTUIT LAMENTABILI SPECTACULO INTER FRUSTRANEA VOTI SUSPIRIA STUDIAQUE CONSUMSIT NIHIL EXORIENTE SOLE EX HOC ORNAMENTO VRBIS PRAETER MOLEM LAPIDEAM SUPERSTITE PER SINGULAREM TAMEN DEI GRATIAM CIRCUMUICINIS AEDIBUS MIRACULOSE INCOLUMIBUS  CUM ILLUD AUCTORITATE SENATUS CURA PROUISORUM PIA LIBERALITATE CIUIUM COMMISERATIONE MODICA EXTERORUM EODEM ANNO RESTAURARI COEPTUM HIC DIE 24. DECEMBR(IS) REPOSITA   CUM VOTO VT ECCLESIAM REM PUBLICAM SENATUM  CIUES TEMPLUM DEVS SERUET OMEN AUERTAT SALUUS SIT HIC POPULUS<appalpha id=""footnotes-appalpha-dio-di102-0405-d"">d)</appalpha> AD FINEM ORBIS JOH(ANNES) SCHMELL EXSCULPSIT</lno>
      </par>
    </sec>
  </sco>"
items/dio-inscriptions-raw/dio~di102-0406~1;"<sco>
<!--ID der Inschrift:  sections-275061--><!--ID des Inschriftenteils:  sections-291734--><!--ID der Bearbeitung (Version):  sections-308154-->
<sec>
<par>
<lno>ˑ H(ER) ˑ ALEXANDER ‎/ ERSKEIN ‎// ˑ FRAVW ˑ EVPHROSINA ˑ ERSKEIN ‎/ GEBORNE ˑ SIBRANDIN ‎/ A(NN)O 1647</lno>
</par>
</sec>
</sco>"
items/dio-inscriptions-raw/dio~di102-0407~1;"<sco>
    <!--ID der Inschrift:  sections-269877-->
    <!--ID des Inschriftenteils:  sections-286332-->
    <!--ID der Bearbeitung (Version):  sections-302713-->
    <sec>
      <par>
        <lno>IOHAN RICHERT ‎/ OB : L<appalpha id=""footnotes-appalpha-dio-di102-0407-a"">a)</appalpha> ˑ 1647</lno>
      </par>
    </sec>
  </sco>"
items/dio-inscriptions-raw/dio~di102-0408~1;"<sco>
<!--ID der Inschrift:  sections-269888--><!--ID des Inschriftenteils:  sections-286343--><!--ID der Bearbeitung (Version):  sections-302727-->
<sec>
<par>
<lno>ˑ H(ER) ˑ ALEXANDER ‎/ ERSKEIN ‎// ˑ FRAVW ˑ EVPHROSINA ˑ ERSKEIN ‎/ GEBORNE ˑ SIBRANDIN ‎/ A(NN)O 1647</lno>
</par>
</sec>
</sco>"
items/dio-inscriptions-raw/dio~di102-0409~1;"<sco>
    <!--ID der Inschrift:  sections-269841-->
    <!--ID des Inschriftenteils:  sections-286296-->
    <!--ID der Bearbeitung (Version):  sections-302677-->
    <sec>
      <par>
        <lno>IOHAN RICHERT ‎/ ˑ OB ˑ L<appalpha id=""footnotes-appalpha-dio-di102-0409-a"">a)</appalpha> 1647</lno>
      </par>
    </sec>
  </sco>"
